[Year],[S&E Fields],[Board field],[Public or Private],[Institution Name],[Citizenship],[Sex],Graduate students
2014,Engineering,Use Broad Fields (Old) for 2016 and earlier,Private,National University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,12
2014,Science,Use Broad Fields (Old) for 2016 and earlier,Private,"City of Hope, Irell and Manella Graduate School of Biological Sciences",Foreign nationals,Female,11
2014,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Northwestern Polytechnic University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,11
2014,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Sanford-Burnham Medical Research Institute,Foreign nationals,Female,11
2014,Engineering,Use Broad Fields (Old) for 2016 and earlier,Private,Loyola Marymount University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,11
2014,Engineering,Use Broad Fields (Old) for 2016 and earlier,Private,Northwestern Polytechnic University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,11
2014,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Chapman University,Foreign nationals,Female,10
2014,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Notre Dame de Namur University,Foreign nationals,Female,10
2014,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Sanford-Burnham Medical Research Institute,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,10
2014,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"California State Polytechnic University, Pomona",Foreign nationals,Female,10
2014,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,San Francisco State University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,10
2014,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Merced",Foreign nationals,Female,10
2014,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"California Polytechnic State University, San Luis Obispo",Foreign nationals,Female,9
2014,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, San Marcos",Foreign nationals,Male,9
2014,Science,Use Broad Fields (Old) for 2016 and earlier,Private,International Technological University,Foreign nationals,Male,9
2014,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Pacific States University,Foreign nationals,Male,9
2014,Science,Use Broad Fields (Old) for 2016 and earlier,Private,University of La Verne,Foreign nationals,Male,9
2014,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"California Polytechnic State University, San Luis Obispo",Foreign nationals,Female,9
2014,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Fresno",Foreign nationals,Female,9
2014,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,Naval Postgraduate School,Foreign nationals,Female,9
2014,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Dominguez Hills",Foreign nationals,Female,8
2014,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Mills College,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,8
2014,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Western University of Health Sciences,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,8
2014,Science,Use Broad Fields (Old) for 2016 and earlier,Public,Humboldt State University,Foreign nationals,Female,7
2014,Science,Use Broad Fields (Old) for 2016 and earlier,Private,California Institute of Integral Studies,Foreign nationals,Male,7
2014,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Sanford-Burnham Medical Research Institute,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,7
2014,Engineering,Use Broad Fields (Old) for 2016 and earlier,Private,National University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,7
2014,Science,Use Broad Fields (Old) for 2016 and earlier,Public,Naval Postgraduate School,Foreign nationals,Female,6
2014,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Azusa Pacific University,Foreign nationals,Female,6
2014,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Chapman University,Foreign nationals,Male,6
2014,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Marshall B. Ketchum University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,6
2014,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Merced",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,6
2014,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, San Francisco",Foreign nationals,Female,6
2014,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Northwestern Polytechnic University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,5
2014,Science,Use Broad Fields (Old) for 2016 and earlier,Private,University of La Verne,Foreign nationals,Female,5
2014,Science,Use Broad Fields (Old) for 2016 and earlier,Private,University of San Diego,Foreign nationals,Female,5
2014,Engineering,Use Broad Fields (Old) for 2016 and earlier,Private,International Technological University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,5
2014,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, San Marcos",Foreign nationals,Female,4
2014,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Fielding Graduate University,Foreign nationals,Female,4
2014,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Palo Alto University,Foreign nationals,Male,4
2014,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Point Loma Nazarene University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,4
2014,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Sanford-Burnham Medical Research Institute,Foreign nationals,Male,4
2014,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Santa Clara University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,4
2014,Engineering,Use Broad Fields (Old) for 2016 and earlier,Private,University of the Pacific,Foreign nationals,Female,4
2014,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Channel Islands",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,3
2014,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Stanislaus",Foreign nationals,Male,3
2014,Science,Use Broad Fields (Old) for 2016 and earlier,Public,Humboldt State University,Foreign nationals,Male,3
2014,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Azusa Pacific University,Foreign nationals,Male,3
2014,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Notre Dame de Namur University,Foreign nationals,Male,3
2014,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Santa Clara University,Foreign nationals,Male,3
2014,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Chico",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,3
2014,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Fresno",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,3
2014,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,Sonoma State University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,3
2014,Engineering,Use Broad Fields (Old) for 2016 and earlier,Private,International Technological University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,3
2014,Engineering,Use Broad Fields (Old) for 2016 and earlier,Private,University of the Pacific,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,3
2014,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"California Polytechnic State University, San Luis Obispo",Foreign nationals,Male,2
2014,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Dominican University of California,Foreign nationals,Male,2
2014,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Dominican University of California,Foreign nationals,Female,2
2014,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Pacific States University,Foreign nationals,Female,2
2014,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Santa Clara University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,2
2014,Science,Use Broad Fields (Old) for 2016 and earlier,Private,University of San Diego,Foreign nationals,Male,2
2014,Science,Use Broad Fields (Old) for 2016 and earlier,Private,University of the Pacific,Foreign nationals,Female,2
2014,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Western University of Health Sciences,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,2
2014,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Chico",Foreign nationals,Female,2
2014,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,Humboldt State University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,2
2014,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,Sonoma State University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,2
2014,Engineering,Use Broad Fields (Old) for 2016 and earlier,Private,Northwestern Polytechnic University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,2
2014,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Channel Islands",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,1
2014,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Monterey Bay",Foreign nationals,Male,1
2014,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Biola University,Foreign nationals,Male,1
2014,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Biola University,Foreign nationals,Female,1
2014,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Fielding Graduate University,Foreign nationals,Male,1
2014,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Loyola Marymount University,Foreign nationals,Male,1
2014,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Loyola Marymount University,Foreign nationals,Female,1
2014,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Marshall B. Ketchum University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,1
2014,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Marshall B. Ketchum University,Foreign nationals,Female,1
2014,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Mills College,Foreign nationals,Female,1
2014,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Pacific States University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,1
2014,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,Humboldt State University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,1
2014,Engineering,Use Broad Fields (Old) for 2016 and earlier,Private,National University,Foreign nationals,Male,1
2014,Engineering,Use Broad Fields (Old) for 2016 and earlier,Private,University of the Pacific,Foreign nationals,Male,1
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Bakersfield",Foreign nationals,Male,-
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Bakersfield",Foreign nationals,Female,-
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Channel Islands",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Monterey Bay",Foreign nationals,Male,-
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Public,Sonoma State University,Foreign nationals,Male,-
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Public,Sonoma State University,Foreign nationals,Female,-
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Alliant International University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Alliant International University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Alliant International University,Foreign nationals,Male,-
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Alliant International University,Foreign nationals,Female,-
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Charles R. Drew University of Medicine and Science,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Charles R. Drew University of Medicine and Science,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Fuller Theological Seminary,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Fuller Theological Seminary,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Fuller Theological Seminary,Foreign nationals,Female,-
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Marshall B. Ketchum University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Marshall B. Ketchum University,Foreign nationals,Male,-
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Occidental College,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Pacific States University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Santa Clara University,Foreign nationals,Female,-
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Sofia University,Foreign nationals,Male,-
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Sofia University,Foreign nationals,Female,-
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Private,University of the Pacific,Foreign nationals,Male,-
2015,Engineering,Engineering,Public,"California Polytechnic State University, San Luis Obispo",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2015,Engineering,Engineering,Public,"California Polytechnic State University, San Luis Obispo",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2015,Engineering,Engineering,Public,"California Polytechnic State University, San Luis Obispo",Foreign nationals,Male,-
2015,Engineering,Engineering,Public,"California Polytechnic State University, San Luis Obispo",Foreign nationals,Female,-
2015,Engineering,Engineering,Public,"California State Polytechnic University, Pomona",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2015,Engineering,Engineering,Public,"California State Polytechnic University, Pomona",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2015,Engineering,Engineering,Public,"California State Polytechnic University, Pomona",Foreign nationals,Male,-
2015,Engineering,Engineering,Public,"California State Polytechnic University, Pomona",Foreign nationals,Female,-
2015,Engineering,Engineering,Public,"California State University, Chico",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2015,Engineering,Engineering,Public,"California State University, Chico",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2015,Engineering,Engineering,Public,"California State University, Chico",Foreign nationals,Male,-
2015,Engineering,Engineering,Public,"California State University, Chico",Foreign nationals,Female,-
2015,Engineering,Engineering,Public,"California State University, Fresno",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2015,Engineering,Engineering,Public,"California State University, Fresno",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2015,Engineering,Engineering,Public,"California State University, Fresno",Foreign nationals,Male,-
2015,Engineering,Engineering,Public,"California State University, Fresno",Foreign nationals,Female,-
2015,Engineering,Engineering,Public,"California State University, Fullerton",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2015,Engineering,Engineering,Public,"California State University, Fullerton",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2015,Engineering,Engineering,Public,"California State University, Fullerton",Foreign nationals,Male,-
2015,Engineering,Engineering,Public,"California State University, Fullerton",Foreign nationals,Female,-
2015,Engineering,Engineering,Public,"California State University, Long Beach",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2015,Engineering,Engineering,Public,"California State University, Long Beach",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2015,Engineering,Engineering,Public,"California State University, Long Beach",Foreign nationals,Male,-
2015,Engineering,Engineering,Public,"California State University, Long Beach",Foreign nationals,Female,-
2015,Engineering,Engineering,Public,"California State University, Los Angeles",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2015,Engineering,Engineering,Public,"California State University, Los Angeles",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2015,Engineering,Engineering,Public,"California State University, Los Angeles",Foreign nationals,Male,-
2015,Engineering,Engineering,Public,"California State University, Los Angeles",Foreign nationals,Female,-
2015,Engineering,Engineering,Public,"California State University, Northridge",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2015,Engineering,Engineering,Public,"California State University, Northridge",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2015,Engineering,Engineering,Public,"California State University, Northridge",Foreign nationals,Male,-
2015,Engineering,Engineering,Public,"California State University, Northridge",Foreign nationals,Female,-
2015,Engineering,Engineering,Public,"California State University, Sacramento",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2015,Engineering,Engineering,Public,"California State University, Sacramento",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2015,Engineering,Engineering,Public,"California State University, Sacramento",Foreign nationals,Male,-
2015,Engineering,Engineering,Public,"California State University, Sacramento",Foreign nationals,Female,-
2015,Engineering,Engineering,Public,Naval Postgraduate School,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2015,Engineering,Engineering,Public,Naval Postgraduate School,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2015,Engineering,Engineering,Public,Naval Postgraduate School,Foreign nationals,Male,-
2015,Engineering,Engineering,Public,Naval Postgraduate School,Foreign nationals,Female,-
2015,Engineering,Engineering,Public,San Diego State University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2015,Engineering,Engineering,Public,San Diego State University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2015,Engineering,Engineering,Public,San Diego State University,Foreign nationals,Male,-
2015,Engineering,Engineering,Public,San Diego State University,Foreign nationals,Female,-
2015,Engineering,Engineering,Public,San Francisco State University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2015,Engineering,Engineering,Public,San Francisco State University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2015,Engineering,Engineering,Public,San Francisco State University,Foreign nationals,Male,-
2015,Engineering,Engineering,Public,San Francisco State University,Foreign nationals,Female,-
2015,Engineering,Engineering,Public,San Jose State University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2015,Engineering,Engineering,Public,San Jose State University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2015,Engineering,Engineering,Public,San Jose State University,Foreign nationals,Male,-
2015,Engineering,Engineering,Public,San Jose State University,Foreign nationals,Female,-
2015,Engineering,Engineering,Public,"University of California, Berkeley",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2015,Engineering,Engineering,Public,"University of California, Berkeley",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2015,Engineering,Engineering,Public,"University of California, Berkeley",Foreign nationals,Male,-
2015,Engineering,Engineering,Public,"University of California, Berkeley",Foreign nationals,Female,-
2015,Engineering,Engineering,Public,"University of California, Davis",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2015,Engineering,Engineering,Public,"University of California, Davis",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2015,Engineering,Engineering,Public,"University of California, Davis",Foreign nationals,Male,-
2015,Engineering,Engineering,Public,"University of California, Davis",Foreign nationals,Female,-
2015,Engineering,Engineering,Public,"University of California, Irvine",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2015,Engineering,Engineering,Public,"University of California, Irvine",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2015,Engineering,Engineering,Public,"University of California, Irvine",Foreign nationals,Male,-
2015,Engineering,Engineering,Public,"University of California, Irvine",Foreign nationals,Female,-
2015,Engineering,Engineering,Public,"University of California, Los Angeles",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2015,Engineering,Engineering,Public,"University of California, Los Angeles",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2015,Engineering,Engineering,Public,"University of California, Los Angeles",Foreign nationals,Male,-
2015,Engineering,Engineering,Public,"University of California, Los Angeles",Foreign nationals,Female,-
2015,Engineering,Engineering,Public,"University of California, Merced",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2015,Engineering,Engineering,Public,"University of California, Merced",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2015,Engineering,Engineering,Public,"University of California, Merced",Foreign nationals,Male,-
2015,Engineering,Engineering,Public,"University of California, Merced",Foreign nationals,Female,-
2015,Engineering,Engineering,Public,"University of California, Riverside",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2015,Engineering,Engineering,Public,"University of California, Riverside",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2015,Engineering,Engineering,Public,"University of California, Riverside",Foreign nationals,Male,-
2015,Engineering,Engineering,Public,"University of California, Riverside",Foreign nationals,Female,-
2015,Engineering,Engineering,Public,"University of California, San Diego",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2015,Engineering,Engineering,Public,"University of California, San Diego",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2015,Engineering,Engineering,Public,"University of California, San Diego",Foreign nationals,Male,-
2015,Engineering,Engineering,Public,"University of California, San Diego",Foreign nationals,Female,-
2015,Engineering,Engineering,Public,"University of California, San Francisco",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2015,Engineering,Engineering,Public,"University of California, San Francisco",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2015,Engineering,Engineering,Public,"University of California, San Francisco",Foreign nationals,Male,-
2015,Engineering,Engineering,Public,"University of California, San Francisco",Foreign nationals,Female,-
2015,Engineering,Engineering,Public,"University of California, Santa Barbara",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2015,Engineering,Engineering,Public,"University of California, Santa Barbara",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2015,Engineering,Engineering,Public,"University of California, Santa Barbara",Foreign nationals,Male,-
2015,Engineering,Engineering,Public,"University of California, Santa Barbara",Foreign nationals,Female,-
2015,Engineering,Engineering,Public,"University of California, Santa Cruz",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2015,Engineering,Engineering,Public,"University of California, Santa Cruz",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2015,Engineering,Engineering,Public,"University of California, Santa Cruz",Foreign nationals,Male,-
2015,Engineering,Engineering,Public,"University of California, Santa Cruz",Foreign nationals,Female,-
2015,Engineering,Engineering,Private,California Baptist University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2015,Engineering,Engineering,Private,California Baptist University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2015,Engineering,Engineering,Private,California Baptist University,Foreign nationals,Male,-
2015,Engineering,Engineering,Private,California Baptist University,Foreign nationals,Female,-
2015,Engineering,Engineering,Private,California Institute of Technology,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2015,Engineering,Engineering,Private,California Institute of Technology,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2015,Engineering,Engineering,Private,California Institute of Technology,Foreign nationals,Male,-
2015,Engineering,Engineering,Private,California Institute of Technology,Foreign nationals,Female,-
2015,Engineering,Engineering,Private,International Technological University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2015,Engineering,Engineering,Private,International Technological University,Foreign nationals,Male,-
2015,Engineering,Engineering,Private,International Technological University,Foreign nationals,Female,-
2015,Engineering,Engineering,Private,Keck Graduate Institute,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2015,Engineering,Engineering,Private,Keck Graduate Institute,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2015,Engineering,Engineering,Private,Keck Graduate Institute,Foreign nationals,Male,-
2015,Engineering,Engineering,Private,Keck Graduate Institute,Foreign nationals,Female,-
2015,Engineering,Engineering,Private,Loyola Marymount University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2015,Engineering,Engineering,Private,Loyola Marymount University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2015,Engineering,Engineering,Private,Loyola Marymount University,Foreign nationals,Male,-
2015,Engineering,Engineering,Private,Loyola Marymount University,Foreign nationals,Female,-
2015,Engineering,Engineering,Private,Northwestern Polytechnic University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2015,Engineering,Engineering,Private,Northwestern Polytechnic University,Foreign nationals,Male,-
2015,Engineering,Engineering,Private,Northwestern Polytechnic University,Foreign nationals,Female,-
2015,Engineering,Engineering,Private,Santa Clara University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2015,Engineering,Engineering,Private,Santa Clara University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2015,Engineering,Engineering,Private,Santa Clara University,Foreign nationals,Male,-
2015,Engineering,Engineering,Private,Santa Clara University,Foreign nationals,Female,-
2015,Engineering,Engineering,Private,Stanford University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2015,Engineering,Engineering,Private,Stanford University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2015,Engineering,Engineering,Private,Stanford University,Foreign nationals,Male,-
2015,Engineering,Engineering,Private,Stanford University,Foreign nationals,Female,-
2015,Engineering,Engineering,Private,University of Southern California,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2015,Engineering,Engineering,Private,University of Southern California,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2015,Engineering,Engineering,Private,University of Southern California,Foreign nationals,Male,-
2015,Engineering,Engineering,Private,University of Southern California,Foreign nationals,Female,-
2015,Engineering,Engineering,Private,University of the Pacific,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2015,Engineering,Engineering,Private,University of the Pacific,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2015,Engineering,Engineering,Private,University of the Pacific,Foreign nationals,Male,-
2015,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, East Bay",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2015,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, East Bay",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2015,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, East Bay",Foreign nationals,Male,-
2015,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, East Bay",Foreign nationals,Female,-
2015,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,Humboldt State University,Foreign nationals,Male,-
2015,Engineering,Use Broad Fields (Old) for 2016 and earlier,Private,Keck Graduate Institute,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2015,Engineering,Use Broad Fields (Old) for 2016 and earlier,Private,Keck Graduate Institute,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2015,Engineering,Use Broad Fields (Old) for 2016 and earlier,Private,Keck Graduate Institute,Foreign nationals,Female,-
2015,Engineering,Use Broad Fields (Old) for 2016 and earlier,Private,National University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2015,Engineering,Use Broad Fields (Old) for 2016 and earlier,Private,National University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,-
2015,Engineering,Use Broad Fields (Old) for 2016 and earlier,Private,National University,Foreign nationals,Male,-
2015,Engineering,Use Broad Fields (Old) for 2016 and earlier,Private,National University,Foreign nationals,Female,-
2015,Engineering,Use Broad Fields (Old) for 2016 and earlier,Private,University of San Diego,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,-
2015,Engineering,Use Broad Fields (Old) for 2016 and earlier,Private,University of Southern California,Foreign nationals,Male,"1,638"
2015,Science,Use Broad Fields (Old) for 2016 and earlier,Private,University of Southern California,Foreign nationals,Male,"1,483"
